Subpartida Arancelaria,Descripción Arancelaria,CIIU Rev. 4 A.C (2021),División,Grupo,Clase,Descripción
210910000,"Carnes y despojos comestibles de primates, salados o en salmuera, secos o ahumados",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
210920000,"Carnes y despojos comestibles salados o en salmuera, secos o ahumados; incluidos la harina y polvo comestibles de ballenas, delfines y marsopas, (mamíferos del orden Cetácea); manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
210930000,"Carnes y despojos comestibles de reptiles (incluidas las serpientes y tortugas de mar), salados o en salmuera, secos o ahumados",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
210991000,"Harinas y polvos comestibles, de carne o de despojos de animales de la partida 02.10",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
210999000,"Las demás carnes y despojos comestibles, salados o en salmuera, secos o ahumados",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
210999010,"Carne de aves de la partida 01.05, salados o en salmuera",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
210999090,"Las demás carnes y despojos comestibles, salados o en salmuera, secos o ahumados",1011.0,,,1011.0,Procesamiento y conservación de carne y productos cárnicos
301100000,Peces ornamentales,321.0,,,321.0,Acuicultura marítima
301110000,"Peces ornamentales de agua dulce, vivos",322.0,,,322.0,Acuicultura de agua dulce
301110010,"Peces ornamentales, Rayas (Potamotrygon spp), de agua dulce, vivos",322.0,,,322.0,Acuicultura de agua dulce
301110020,"Peces ornamentales, Arawana plateada (Osteoglossum bicirrhosum), de agua dulce, vivos",322.0,,,322.0,Acuicultura de agua dulce
301110030,"Peces ornamentales, Pirarucú (Arapaima gigas), de agua dulce, vivos",322.0,,,322.0,Acuicultura de agua dulce
301110090,"Los demás peces ornamentales de agua dulce, vivos",322.0,,,322.0,Acuicultura de agua dulce
301190000,"Los demás peces ornamentales, vivos",321.0,,,321.0,Acuicultura marítima
301901000,Peces vivos para reproducción o cría industrial,321.0,,,321.0,Acuicultura marítima
301909000,Los demás peces vivos,311.0,,,311.0,Pesca marítima
301910000,"Truchas (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache y oncorhynchus crysogaster), vivos",322.0,,,322.0,Acuicultura de agua dulce
301911000,"Truchas Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster), vivos, para reproducción o cría industrial",322.0,,,322.0,Acuicultura de agua dulce
301919000,"Las demás truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster), vivas",322.0,,,322.0,Acuicultura de agua dulce
301920000,Anguilas (anguilla spp.) vivas,312.0,,,312.0,Pesca de agua dulce
301930000,"Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",322.0,,,322.0,Acuicultura de agua dulce
301940000,"Atunes comunes o de aleta azul, del Atlántico y del Pacifico (thunnus thynnus, thunnus orientalis) vivos",311.0,,,311.0,Pesca marítima
301950000,"Atunes del sur (Thunnus maccoyii), vivos",311.0,,,311.0,Pesca marítima
301991000,Los demás peces o pescados vivos para la reproducción o cría industrial,321.0,,,321.0,Acuicultura marítima
301991100,"Tilapia para reproducción o cría industrial, vivos",321.0,,,321.0,Acuicultura marítima
301991900,Los demás peces vivos para la reproducción o cría industrial,321.0,,,321.0,Acuicultura marítima
301999000,Los demás peces o pescados vivos,311.0,,,311.0,Pesca marítima
302000000,"Pescado fresco o refrigerado, con exclusión de los filetes y demás carne de pescado de la partida 03.04",311.0,,,311.0,Pesca marítima
302110000,"Truchas (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache, oncorhynchus crysogaster), frescas o refrigeradas, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302120000,"Salmones del pacífico (oncorhynchus nerka, oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou y..) salmones de atlan. (salmo salar) y salmones del danubio (hucho huc.), fresco y refrigerado excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302130000,"Salmones del pacífico ((oncorhynchus nerka, oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou y oncohynchus rhodurus) frescos o refrigerados excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302140000,"Salmones del Atlántico y salmones del Danubio frescos o refrigerados excepto los filetes, hígados ,huevas y lechas",311.0,,,311.0,Pesca marítima
302190000,"Los demás salmónidos, excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302210000,"Fletanes («halibut») (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), fresco o refrigerado, excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99",311.0,,,311.0,Pesca marítima
302220000,"Sollas (pleuronectes platessa), frescas o refrigeradas, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302230000,"Lenguados (solea spp.), frescos o refrigerados, excepto hígado, huevas y lechas",311.0,,,311.0,Pesca marítima
302240000,"Rodaballos («turbots») (Psetta máxima) frescos, refrigerados, excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99",311.0,,,311.0,Pesca marítima
302290000,"Los demás pescados planos, excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302310000,"Albacoras o atunes blancos, frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302320000,"Atunes de aleta amarilla (rabiles) (thunnus albacares), frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302330000,"Atunes listados (bonitos de vientre rayado) (Katsuwonus pelamis), frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302340000,"Atunes patudos o atunes ojo grande (thunnus obesus), frescos o refrigerados, excepto los hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302350000,"Atunes comunes o de aleta azul, del Atlántico y del pacifico (thunnus thynnus, thunnus orientalis), frescos o refrigerados, excepto los hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302360000,"Atunes del sur ( thunnus maccoyii), frescos o refrigerados, excepto los hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302390000,"Los demás atunes, excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302400000,"Arenques (clupea harengus y clupea pallasii), con excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302410000,"Arenques (clupea harengus y clupea pallasii), excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302420000,"Anchoas (engraulis spp.) frescas o refrigeradas excepto los hígados, huevas o lechas",311.0,,,311.0,Pesca marítima
302430000,"Sardinas (sardina pilchardus y sardinos spp.), sardinelas (sardinella spp.) y espadines (sprattus sprattus), frescas o refrigeradas, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302440000,"Caballas (scomber scombrus, scomber stralasicus y scomber japonicus), frescas o refrigeradas, excepto hígados , huevas y lechas",311.0,,,311.0,Pesca marítima
302450000,"Jureles (Trachurus spp.) frescas, refrigeradas excepto los hígados, huevas o lechas",311.0,,,311.0,Pesca marítima
302460000,"Cobias (rachycentron canadum) frescas, refrigeradas excepto los hígados, huevas o lechas",311.0,,,311.0,Pesca marítima
302470000,"Peces espada (Xiphias gladius), frescos o refrigerados, excepto hígados huevas y lechas",311.0,,,311.0,Pesca marítima
302490000,"Los demás peces caballas de la India (Rastrelliger spp.), carites (Scomberomorus spp.), pámpanos (Caranx spp.), palometones plateados (Pampus spp.), papardas del Pacífico (Cololabis saira), macarelas (Decapterus spp.), capelanes (Mallotus villosus), bacoretas orientales (Euthynnus affinis), bonitos (Sarda spp.), agujas, marlines, peces vela o picudos (Istiophoridae), frescos o refrigerados, excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99",311.0,,,311.0,Pesca marítima
302500000,"Bacalaos (gadus morhua, gadus ogac, gadus macrocephalus), con excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302510000,"Bacalaos (gadus morhua, gadus ogac, gadus macrocephalus), excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302520000,"Eglefinos (melanogrammus aeglefinus), frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302530000,"Carboneros (pollachius virens), frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302540000,"Merluzas (Merluccius spp., Urophycis spp.) frescos, refrigerados excepto los hígados, huevas o lechas",311.0,,,311.0,Pesca marítima
302550000,"Abadejos de Alaska (theragra chalcogramma) frescos, refrigerados, excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99",311.0,,,311.0,Pesca marítima
302560000,"Bacaladillas (micromesistius poutassou, micromesistius australis) frescos, refrigerados excepto los hígados, huevas o lechas",311.0,,,311.0,Pesca marítima
302590000,"Los demás pescados de las familias bregmacerotidae, euclichthyidae, gadidae, macrouridae, merlucciidae, melanonidae, moridae y muraenolepididae, excepto los hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302610000,"Sardinas (sardina pilchardus y sardinos spp.), sardinelas (sardinella spp.) y espadines (sprattus sprattus), frescas o refrigeradas, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302620000,"Eglefinos (melanogrammus aeglefinus), frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302630000,"Carboneros (pollachius virens), frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302640000,"Caballas (scomber scombrus, scomber stralasicus y scomber japonicus), frescas o refrigeradas, excepto hígados , huevas y lechas",311.0,,,311.0,Pesca marítima
302650000,"Escualos frescos o refrigerados, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302660000,"Anguilas (anguilla spp.), frescas o refrigeradas, excepto hígados, huevas y lechas",311.0,,,311.0,Pesca marítima
302670000,"Peces espada (Xiphias gladius), frescos o refrigerados, excepto hígados huevas y lechas",311.0,,,311.0,Pesca marítima
302680000,"Austromerluza antártica y austromerluza negra (merluza negra, bacalao de profundidad, nototenia negra) (Dissostichus spp.), frescas o refrigeradas, excepto hígados huevas y lechas",311.0,,,311.0,Pesca marítima
302690000,"Los demás pescados, excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302690010,"Tilapia (Oreochromis niloticus; Oreocnromis aureus; Oreochromis mossambicus; oreocrromts sp), frescos o refrigerados, excepto hígados huevas y lechas",311.0,,,311.0,Pesca marítima
302690090,"Los demás pescados, excepto hígados, huevas y lechas, frescos o refrigerados",311.0,,,311.0,Pesca marítima
302700000,"Hígados, huevas y lechas, frescos o refrigerados",1012.0,,,1012.0,"Procesamiento y conservación de pescados, crustáceos y moluscos"
302710000,"Tilapias (Oreochromis spp.) frescas, refrigeradas excepto los hígados, huevas o lechas",312.0,,,312.0,Pesca de agua dulce
302720000,"Bagres o peces gato (Pangasius spp., Silurus spp, Clarias spp. Ictaalurus spp.) frescas, refrigeradas, excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99",312.0,,,312.0,Pesca de agua dulce
302730000,"Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.) frescas, refrigeradas, excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99",312.0,,,312.0,Pesca de agua dulce
302740000,"Anguilas (anguilla spp.), frescas o refrigeradas, excepto hígados, huevas y lechas",312.0,,,312.0,Pesca de agua dulce
302790000,"Percas del Nilo y Peces Cabeza de Serpiente frescos, refrigerados excepto los hígados, huevas o lechas",312.0,,,312.0,Pesca de agua dulce
